ADSC,413
AXIS,phi,AXIS,phi,
BEAM_CENTER_X,93.86,BEAM_CENTER_X,93.849,
BEAM_CENTER_Y,94.535,BEAM_CENTER_Y,94.86,
BYTE_ORDER,little_endian,BYTE_ORDER,little_endian,
CCD_IMAGE_SATURATION,65535,CCD_IMAGE_SATURATION,65535,
DATE,Fri Feb 17 22:58:06 2006,DATE,Sat Feb 18 00:10:20 2006,
DETECTOR_SN,413,DETECTOR_SN,413,
DISTANCE,225.0,DISTANCE,350.0,
HEADER_BYTES,512,HEADER_BYTES,512,
OMEGA,0.0,OMEGA,0.0,
OSC_RANGE,1.0,OSC_RANGE,1.0,
OSC_START,0.0,OSC_START,0.0,
PHI,0.0,PHI,0.0,
PIXEL_SIZE,0.0816,PIXEL_SIZE,0.0816,
SIZE1,2304,SIZE1,2304,
SIZE2,2304,SIZE2,2304,
TWOTHETA,0.0,TWOTHETA,0.0,
WAVELENGTH,0.933,WAVELENGTH,0.933,
detector,unknown,detector,unknown,
image,gsa99_3_001.img,image,gsa99_4_001.img,
vendortype,ADSC,vendortype,ADSC,
,
ADSC,430
BEAM_CENTER_X,94.0,
BEAM_CENTER_Y,94.0,
BYTE_ORDER,little_endian,
CCD_IMAGE_SATURATION,65535,
DETECTOR_SN,430,
DISTANCE,70.002696,
HEADER_BYTES,512,
OSC_RANGE,1.0,
OSC_START,0.0,
PHI,0.0,
PIXEL_SIZE,0.0816,
SIZE1,2304,
SIZE2,2304,
TWOTHETA,0.0,
WAVELENGTH,1.737738,
detector,unknown,
image,dos_mad_2_001.img,
vendortype,ADSC,
,AXIS,phi,
ADSC,441BEAM_CENTER_X,98.56,
AXIS,phi,BEAM_CENTER_Y,110.03,
BEAM_CENTER_X,110.34,BYTE_ORDER,little_endian,
BEAM_CENTER_Y,100.71,CCD_IMAGE_SATURATION,65535,
BYTE_ORDER,little_endian,DATE,Sat Mar  3 01:28:28 2012,
CCD_IMAGE_SATURATION,65535,DETECTOR_SN,441,
DATE,Mon Jul  2 17:35:08 2012,DISTANCE,220.0,
DETECTOR_SN,441,HEADER_BYTES,512,
DISTANCE,300.0,OSC_RANGE,1.0,
HEADER_BYTES,512,OSC_START,90.0,
OSC_RANGE,0.5,PHI,90.0,
OSC_START,256.0,PIXEL_SIZE,0.1024,
PHI,256.0,SIZE1,2048,
PIXEL_SIZE,0.0512,SIZE2,2048,
SIZE1,4096,TWOTHETA,0.0,
SIZE2,4096,WAVELENGTH,0.9767,
TWOTHETA,0.0,detector,unknown,
WAVELENGTH,0.976,image,dccpx9_1_001.img,
detector,unknown,vendortype,ADSC,
image,crystal2_1_001.img,
vendortype,ADSC,BEAM_CENTER_X,102.21,BEAM_CENTER_X,102.21,BEAM_CENTER_X,102.21,BEAM_CENTER_X,102.21,BEAM_CENTER_X,102.21,BEAM_CENTER_X,102.21,BEAM_CENTER_X,102.21,
,BEAM_CENTER_Y,95.13,BEAM_CENTER_Y,95.13,BEAM_CENTER_Y,95.13,BEAM_CENTER_Y,95.13,BEAM_CENTER_Y,95.13,BEAM_CENTER_Y,95.13,BEAM_CENTER_Y,95.13,
ADSC,442BYTE_ORDER,little_endian,BYTE_ORDER,little_endian,BYTE_ORDER,little_endian,BYTE_ORDER,little_endian,BYTE_ORDER,little_endian,BYTE_ORDER,little_endian,BYTE_ORDER,little_endian,
BEAM_CENTER_X,102.21,CCD_IMAGE_SATURATION,65535,CCD_IMAGE_SATURATION,65535,CCD_IMAGE_SATURATION,65535,CCD_IMAGE_SATURATION,65535,CCD_IMAGE_SATURATION,65535,CCD_IMAGE_SATURATION,65535,CCD_IMAGE_SATURATION,65535,
BEAM_CENTER_Y,95.13,DETECTOR_SN,442,DETECTOR_SN,442,DETECTOR_SN,442,DETECTOR_SN,442,DETECTOR_SN,442,DETECTOR_SN,442,DETECTOR_SN,442,
BYTE_ORDER,little_endian,DISTANCE,150.0,DISTANCE,150.0,DISTANCE,150.0,DISTANCE,150.0,DISTANCE,150.0,DISTANCE,150.0,DISTANCE,150.0,
CCD_IMAGE_SATURATION,65535,HEADER_BYTES,512,HEADER_BYTES,512,HEADER_BYTES,512,HEADER_BYTES,512,HEADER_BYTES,512,HEADER_BYTES,512,HEADER_BYTES,512,
DETECTOR_SN,442,OSC_RANGE,1.0,OSC_RANGE,1.0,OSC_RANGE,1.0,OSC_RANGE,1.0,OSC_RANGE,1.0,OSC_RANGE,1.0,OSC_RANGE,1.0,
DISTANCE,150.0,OSC_START,232.0,OSC_START,232.0,OSC_START,316.0,OSC_START,316.0,OSC_START,316.0,OSC_START,350.0,OSC_START,350.0,
HEADER_BYTES,512,PHI,232.0,PHI,232.0,PHI,316.0,PHI,316.0,PHI,316.0,PHI,350.0,PHI,350.0,
OSC_RANGE,1.0,PIXEL_SIZE,0.102588,PIXEL_SIZE,0.102588,PIXEL_SIZE,0.102588,PIXEL_SIZE,0.102588,PIXEL_SIZE,0.102588,PIXEL_SIZE,0.102588,PIXEL_SIZE,0.102588,
OSC_START,232.0,SIZE1,2048,SIZE1,2048,SIZE1,2048,SIZE1,2048,SIZE1,2048,SIZE1,2048,SIZE1,2048,
PHI,232.0,SIZE2,2048,SIZE2,2048,SIZE2,2048,SIZE2,2048,SIZE2,2048,SIZE2,2048,SIZE2,2048,
PIXEL_SIZE,0.102588,TWOTHETA,0.0,TWOTHETA,0.0,TWOTHETA,0.0,TWOTHETA,0.0,TWOTHETA,0.0,TWOTHETA,0.0,TWOTHETA,0.0,
SIZE1,2048,WAVELENGTH,1.624747,WAVELENGTH,1.74063,WAVELENGTH,1.73793,WAVELENGTH,1.624108,WAVELENGTH,1.740293,WAVELENGTH,1.115872,WAVELENGTH,1.115875,
SIZE2,2048,detector,unknown,detector,unknown,detector,unknown,detector,unknown,detector,unknown,detector,unknown,detector,unknown,
TWOTHETA,0.0,image,but1_1_E2_001.img,image,but1_1_E3_001.img,image,mpd1_1_E1_001.img,image,mpd1_1_E2_001.img,image,mpd1_1_E3_001.img,image,mpd2hi_1_001.img,image,mpd2lo_2_001.img,
WAVELENGTH,1.738729,vendortype,ADSC,vendortype,ADSC,vendortype,ADSC,vendortype,ADSC,vendortype,ADSC,vendortype,ADSC,vendortype,ADSC,
detector,unknown,
image,but1_1_E1_001.img,AXIS,phi,AXIS,phi,AXIS,phi,AXIS,phi,AXIS,phi,AXIS,phi,AXIS,phi,AXIS,phi,
vendortype,ADSC,BEAM_CENTER_X,105.043,BEAM_CENTER_X,105.004,BEAM_CENTER_X,105.017,BEAM_CENTER_X,105.014,BEAM_CENTER_X,105.035,BEAM_CENTER_X,104.998,BEAM_CENTER_X,104.923,BEAM_CENTER_X,104.983,
